Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max
C2,985,23.82,52.07,53.61,47.00,58.32
B2,235,270.73,37.17,38.54,37.16,40.38
B3,113,311.85,37.46,38.16,37.44,40.12
C2,1005,263.97,37.08,39.31,36.69,40.89
C3,298,285.32,37.12,39.56,38.17,40.32
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,55,14.73,45.74,60.17,59.82,60.28
A1,339,16.15,57.56,65.04,65.15,68.87
A2,8138,21.76,62.81,69.74,64.56,71.33
A3,1613,24.26,63.45,69.70,66.38,70.84
A4,205,24.55,53.36,61.30,55.42,63.61
A5,23,24.24,50.19,55.04,52.76,62.50
A6,51,22.57,47.56,53.45,52.37,53.67
AB2,161,21.12,52.12,62.00,54.92,63.98
AB3,5,27.36,50.95,60.80,59.00,62.19
B2,36,23.15,49.43,52.98,48.41,60.00
B3,5,27.96,52.46,57.30,56.61,59.86
C2,559,25.09,50.18,55.50,49.04,59.27
C3,65,29.88,49.18,53.79,44.81,56.40
B2,661,254.64,45.35,45.90,43.84,47.87
B3,111,279.27,44.68,45.76,43.34,47.73
C2,1434,259.34,44.00,44.29,42.29,46.61
C3,401,287.24,44.04,43.98,42.34,46.62
A0,27,14.25,57.30,63.08,44.00,74.20
A1,496,13.68,82.71,70.27,66.18,80.66
A2,10065,21.09,84.67,75.91,69.98,86.87
A3,2288,24.61,84.05,75.33,69.68,87.01
A4,492,26.50,75.70,67.84,61.00,82.77
A5,62,29.18,70.40,61.80,52.27,79.90
A6,38,26.07,67.75,54.44,50.94,66.84
AB2,92,22.36,69.00,69.26,60.11,80.24
AB3,19,23.76,72.24,70.00,62.02,77.27
B2,288,23.28,65.56,65.26,62.06,68.12
B3,41,27.17,66.26,66.24,58.64,68.88
C2,1436,24.30,62.47,62.58,56.58,66.04
C3,157,27.91,63.34,62.85,59.12,66.36
B2,314,261.71,40.65,43.82,40.09,47.90
B3,91,296.41,40.63,45.12,41.95,47.90
C3,320,289.15,39.67,42.77,38.62,44.16
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,155,13.69,50.64,60.95,37.12,65.52
A1,804,15.17,67.31,69.71,66.43,72.91
A4,477,23.98,60.87,63.67,59.97,69.49
A5,83,25.73,57.04,58.55,53.86,68.21
A6,156,23.70,53.47,56.15,52.23,60.09
AB2,261,20.06,64.65,69.37,66.64,73.00
AB3,47,23.74,61.81,65.15,63.86,69.00
B2,644,22.92,62.46,67.04,63.69,67.91
B3,50,26.28,57.19,58.77,55.31,62.37
C3,293,27.56,57.63,60.18,53.06,68.00
P,2,782,50.59,30.55,27.79,31.50
P,1,962,61.67,28.79,26.65,30.48
P,8,714,73.14,28.86,26.60,30.87
O,2,986,74.81,29.09,27.54,31.41
P,3,120,84.22,26.83,24.39,28.56
O,3,973,85.55,27.22,25.85,29.08
B2,619,259.41,45.11,46.20,43.72,48.81
B3,130,278.51,44.66,46.48,43.61,48.32
C2,1082,256.82,43.95,44.69,42.04,46.94
C3,468,281.68,44.74,45.74,43.43,47.60
A0,100,14.00,58.11,57.12,53.53,64.68
A1,613,14.80,82.94,74.83,66.60,87.00
A2,10576,21.69,85.61,74.54,70.34,86.41
A3,2349,24.08,85.43,74.17,69.71,85.86
A4,544,25.50,77.28,65.83,61.23,80.65
A5,85,25.74,71.70,64.00,52.44,83.00
A6,61,24.62,67.38,56.01,51.01,75.00
AB2,72,21.82,78.93,77.29,60.93,84.00
AB3,30,23.46,78.68,78.60,66.35,84.00
B2,47,22.10,60.38,60.47,56.68,62.57
B3,8,25.85,60.09,60.30,54.44,68.07
C2,996,23.33,64.93,63.86,57.88,68.66
C3,146,27.17,64.08,62.79,55.07,67.63
A2,16943,261.15,39.11,39.74,30.23,43.25
A3,2512,282.58,39.19,40.37,36.00,43.09
AB2,517,266.99,36.94,38.09,32.50,42.81
AB3,132,289.03,36.92,39.74,36.38,42.81
B2,440,242.87,35.12,36.59,33.50,43.87
B3,77,263.42,34.94,37.26,32.75,43.87
C2,1380,254.31,34.25,33.37,31.50,39.96
C3,397,282.36,34.57,33.37,31.50,38.50
A0,506,13.34,54.11,54.41,49.00,56.49
A1,1790,15.93,65.49,65.76,59.45,67.84
A2,18011,19.76,67.61,65.83,63.57,69.14
A3,4359,21.81,67.21,65.75,63.49,69.29
A4,803,22.60,58.67,59.23,56.00,65.14
A5,133,23.11,53.53,51.65,44.85,62.93
A6,215,19.86,49.67,51.12,45.94,57.84
AB2,245,19.72,55.99,58.53,54.17,66.96
AB3,38,24.97,55.38,60.50,51.03,72.91
B2,702,24.52,52.94,54.84,48.05,60.48
B3,118,26.16,54.08,55.28,48.29,56.00
C2,1048,24.21,48.58,50.78,43.26,58.32
B2,210,267.56,27.70,42.45,40.21,45.04
B3,74,304.57,26.07,42.43,40.99,43.96
C2,751,264.60,40.11,42.11,40.03,43.33
C3,283,290.09,40.16,42.60,40.90,43.35
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,35,12.16,47.28,62.48,58.39,63.90
A1,503,14.74,67.36,70.71,68.78,72.84
A4,302,22.77,59.59,62.90,57.71,67.00
A5,42,23.40,52.14,57.51,53.88,69.84
A6,27,21.09,52.35,53.52,52.39,72.00
AB2,224,19.12,61.29,66.98,64.68,70.89
AB3,23,25.09,62.36,67.93,62.21,71.55
B2,273,24.45,61.46,65.60,64.63,66.03
B3,32,27.91,59.94,64.49,57.37,66.27
C2,460,23.71,51.78,58.80,56.82,61.96
C3,54,28.35,50.77,58.99,54.31,64.45
P,1,867,51.43,30.84,28.28,31.50
P,6,212,73.22,28.78,27.37,30.89
O,2,944,75.24,28.64,27.47,31.26
P,1,600,85.33,27.07,23.84,28.27
O,2,635,86.53,26.63,22.31,28.29
B2,399,268.53,44.90,45.52,43.04,47.78
B3,118,275.92,45.00,45.92,44.78,46.95
C2,642,260.69,43.61,43.95,41.75,46.77
C3,209,280.56,45.70,45.51,43.77,47.25
A0,18,16.13,59.17,61.25,45.00,76.00
A1,175,17.72,76.50,78.40,70.83,87.00
A2,7420,22.37,83.92,75.46,70.84,86.56
A3,1464,24.55,83.57,73.70,70.19,85.41
A4,248,25.28,74.88,65.26,61.70,80.12
A5,30,25.07,69.50,61.41,52.73,77.83
A6,16,26.60,69.55,62.84,51.12,78.33
AB2,178,23.32,74.98,75.94,63.12,83.59
AB3,23,28.19,69.13,71.11,60.09,84.10
B2,68,24.30,65.63,70.17,68.73,70.54
B3,29,29.15,61.06,60.86,60.00,64.00
C2,697,23.19,61.46,62.40,59.06,68.02
C3,223,27.32,60.77,61.42,57.89,68.00
B2,217,268.47,41.11,42.48,39.74,44.50
B3,84,317.98,41.88,42.83,42.18,44.02
C2,404,268.06,40.30,42.03,39.97,43.02
C3,161,286.85,40.37,42.28,40.00,43.00
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,12,10.44,50.24,63.51,60.54,68.00
A1,161,14.28,65.96,71.10,68.78,74.63
A4,225,24.63,63.49,64.13,62.45,68.30
A5,34,25.21,55.49,56.22,53.89,69.72
A6,58,22.97,51.02,52.42,52.42,52.42
AB2,51,18.77,61.40,65.40,64.92,66.84
B2,131,23.88,59.95,64.88,57.32,64.93
B3,3,25.33,51.00,60.20,55.89,62.00
C2,193,25.36,56.30,64.71,57.81,68.00
C3,76,29.33,59.79,67.67,65.89,68.00
P,1,503,51.44,30.46,26.43,31.50
P,3,981,74.61,28.67,26.30,30.24
O,1,245,75.83,27.80,27.00,29.02
O,1,530,85.45,28.22,25.78,31.75
B2,402,295.57,45.94,48.25,45.96,53.09
B3,138,338.91,45.78,49.00,46.00,55.43
C2,421,268.32,45.49,47.95,45.10,52.58
C3,97,309.54,44.53,47.24,44.23,51.08
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,9,9.88,78.50,35.73,35.73,35.73
A1,331,15.80,87.35,86.93,79.79,89.33
A2,8018,20.05,88.38,90.51,86.19,93.28
A3,818,22.32,86.95,88.91,87.24,94.11
A4,154,22.60,80.70,78.86,77.57,80.88
A5,7,23.69,76.00,66.91,66.91,66.91
A6,34,23.03,75.90,67.92,67.86,68.30
AB2,96,22.40,77.61,81.49,75.00,94.37
AB3,9,24.90,77.45,78.47,75.00,82.71
B2,133,25.05,66.13,70.16,68.20,75.82
B3,19,29.29,64.98,69.27,68.07,73.75
C2,1054,24.88,67.24,69.46,65.65,74.50
C3,121,27.99,67.39,69.76,65.99,74.84
A2,7887,258.72,38.02,37.51,31.00,39.90
A3,931,280.54,37.90,37.68,35.50,39.90
AB2,403,264.12,36.26,34.56,26.70,40.32
AB3,51,293.93,36.92,36.69,33.50,40.32
B2,323,248.26,33.66,32.57,27.39,36.50
B3,39,282.73,34.40,32.85,29.90,36.32
C2,1376,250.09,31.28,31.11,27.61,35.50
C3,226,300.88,31.46,31.22,28.00,35.50
A0,649,12.05,40.80,41.95,33.26,61.56
A1,1736,15.10,59.70,55.28,42.83,69.71
A2,10999,18.97,60.60,59.82,53.41,71.02
A3,1509,20.76,60.26,58.61,38.50,71.44
A4,227,21.57,52.87,53.20,47.23,70.00
A5,31,20.51,44.03,45.48,39.28,68.47
A6,38,19.24,40.65,41.55,39.21,62.00
AB2,191,20.86,51.81,50.57,35.69,69.37
AB3,24,22.60,53.29,52.76,44.00,69.70
B2,188,22.91,47.74,48.34,37.96,66.00
B3,32,28.71,50.09,49.59,42.00,66.00
C2,1311,23.94,45.08,45.96,36.23,55.00
C3,249,27.98,44.87,44.73,36.06,55.00
B2,220,243.22,43.50,43.74,41.71,45.50
B3,50,242.71,43.26,44.69,43.10,45.50
C2,691,260.82,43.03,42.33,40.54,45.09
C3,322,282.19,43.60,43.55,42.22,45.24
A0,10,13.21,57.56,66.53,51.68,71.25
A1,171,15.31,71.35,70.35,67.15,72.31
A2,7184,22.11,73.11,73.43,69.32,76.10
A3,1470,24.21,73.70,74.15,73.44,76.29
A4,263,26.14,64.13,64.95,62.84,66.08
A5,37,26.99,55.28,55.57,47.61,64.14
A6,39,25.85,56.38,56.53,54.73,62.24
AB2,130,22.60,66.35,67.65,61.52,71.39
AB3,15,26.24,64.85,66.47,63.56,73.48
B2,108,23.07,60.27,64.55,57.03,68.00
B3,3,23.20,52.97,60.00,52.97,60.00
C2,554,22.47,52.62,53.36,45.95,57.27
C3,65,26.12,52.85,56.92,52.99,59.62
A2,11515,259.34,43.87,43.12,39.52,47.50
A3,1446,276.26,43.67,43.58,42.02,47.50
AB2,431,248.08,40.87,40.93,31.84,47.50
AB3,87,278.55,41.83,41.54,38.50,45.00
B2,371,252.42,36.92,38.07,31.00,41.58
B3,69,255.03,36.48,37.17,34.50,39.95
C2,1563,251.89,35.95,36.61,32.50,39.42
C3,416,275.21,36.06,37.03,34.50,39.00
A0,145,13.70,59.39,59.98,58.99,63.50
A1,797,16.83,68.04,68.87,61.28,77.50
A2,9212,20.86,69.50,67.70,63.00,72.69
A3,1399,22.07,69.35,67.10,60.00,72.33
A4,179,22.12,57.95,59.38,57.59,62.86
A5,19,21.58,54.72,59.19,46.34,68.00
A6,35,23.07,53.27,57.02,46.13,67.14
AB2,290,19.52,60.28,61.60,57.64,67.48
AB3,45,24.75,60.52,59.13,53.83,62.00
B2,159,27.20,51.45,54.06,53.00,60.48
B3,46,29.12,45.52,55.43,49.90,58.00
C2,1139,21.84,52.35,52.59,48.80,58.32
B2,143,246.93,37.04,38.44,34.94,39.99
B3,5,298.46,36.84,38.93,37.80,39.75
C2,603,263.27,37.25,37.87,33.26,41.04
C3,133,292.49,37.99,36.30,27.48,39.04
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,43,14.03,47.74,60.16,59.56,60.38
A1,278,14.69,60.13,66.44,59.92,68.77
A2,7814,22.12,62.35,68.59,60.46,71.24
A3,1378,24.78,63.87,68.60,66.62,70.80
A4,172,25.05,56.53,62.52,55.95,67.81
A5,12,28.45,54.56,57.60,52.00,64.29
A6,58,26.41,46.94,51.94,50.84,53.46
AB2,44,24.05,60.01,63.13,58.10,65.50
AB3,6,27.48,58.88,62.71,62.00,63.00
B2,118,22.86,56.17,59.48,55.54,60.46
B3,2,22.55,48.46,55.85,55.85,55.85
C2,867,22.52,54.89,57.89,52.94,60.84
C3,52,26.13,53.09,55.71,54.30,57.83
A2,8613,258.69,37.92,37.78,27.50,39.90
A3,1428,279.99,37.72,37.89,36.00,39.90
AB2,595,264.12,35.96,36.36,32.50,38.00
AB3,94,286.77,36.20,36.49,32.50,38.42
B2,487,242.95,33.24,33.37,25.50,36.00
B3,43,264.20,33.15,32.79,25.50,35.92
C2,1812,244.30,32.19,31.76,29.71,34.59
C3,328,279.07,32.63,31.93,29.58,34.59
A0,284,13.72,48.28,52.07,21.00,56.39
A1,1293,14.54,63.67,63.74,42.00,69.00
A2,10530,18.93,62.92,63.36,54.67,75.44
A3,1972,20.81,61.97,63.41,54.75,76.36
A4,343,20.58,51.49,53.79,47.35,77.00
A5,83,20.22,46.72,47.87,39.30,69.70
A6,203,18.14,47.27,48.10,39.42,69.70
AB2,268,19.97,55.70,57.36,46.28,70.32
AB3,47,22.58,53.98,54.15,45.69,69.70
B2,342,21.34,52.21,52.94,42.00,60.00
B3,50,24.32,47.28,49.54,42.90,52.00
C2,1199,22.79,46.08,47.66,38.91,54.00
C3,308,24.93,45.69,46.71,38.91,51.43
B2,432,268.51,43.21,44.98,42.77,46.00
B3,78,291.01,43.03,44.15,42.25,46.00
C2,1069,258.34,42.89,42.41,40.96,44.96
C3,336,272.49,43.66,43.56,42.36,45.51
A0,78,14.11,66.40,66.95,66.40,66.95
A1,604,16.04,77.11,72.92,64.39,75.00
A2,7244,21.42,72.90,72.11,70.15,75.31
A3,1332,24.00,72.21,71.62,70.10,76.16
A4,339,25.73,63.13,62.30,60.60,64.06
A5,52,26.41,56.47,55.04,53.12,60.20
A6,87,22.34,61.13,55.16,51.26,58.41
AB2,61,21.59,62.41,63.79,62.40,65.00
AB3,14,24.24,61.46,62.01,61.39,65.00
B2,155,25.17,60.06,35.26,55.81,60.89
B3,17,28.84,58.96,60.14,56.00,63.00
C2,526,25.12,56.05,58.76,57.23,60.00
C3,50,28.51,57.53,59.16,57.00,60.00
A2,7691,263.57,43.68,43.61,41.00,46.04
A3,877,290.84,43.27,43.79,40.73,46.05
AB2,353,252.38,40.73,41.67,35.00,44.88
AB3,102,253.89,42.03,43.01,37.00,44.88
B2,330,244.69,37.17,38.19,32.50,44.88
B3,58,264.39,37.07,37.73,33.50,39.72
C2,1567,252.70,35.91,36.12,32.50,39.96
C3,431,272.90,35.85,36.50,26.06,38.00
A0,249,13.50,48.98,50.94,34.54,60.97
A1,1230,16.00,65.82,65.92,58.72,71.09
A2,10338,18.80,66.66,67.08,61.08,70.69
A3,1715,19.96,65.45,65.80,61.74,70.14
A4,323,19.86,56.84,55.70,52.13,60.59
A5,86,19.95,54.67,49.70,46.88,52.54
A6,88,20.45,53.51,49.61,42.60,55.60
AB2,172,19.38,56.63,57.39,50.00,64.39
AB3,24,22.26,60.43,57.56,55.00,64.50
B2,433,25.43,50.34,51.45,50.06,55.57
B3,56,26.61,43.80,52.01,48.63,55.47
C2,1101,22.51,50.46,50.11,46.90,58.32
B2,130,252.44,37.39,38.33,36.89,39.70
B3,42,294.28,37.57,38.47,37.38,39.69
C2,744,263.47,37.54,38.59,35.45,40.05
C3,238,289.30,37.55,37.61,34.86,39.00
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,40,15.51,47.07,60.08,52.00,62.74
A1,266,15.28,58.74,64.70,55.06,68.74
A2,5380,21.90,64.62,69.01,65.10,71.18
A3,922,24.53,65.63,68.72,65.68,70.87
A4,130,25.20,59.70,62.76,56.59,68.20
A5,17,27.36,55.16,60.71,53.84,66.50
A6,31,24.05,50.39,60.43,53.76,63.60
AB2,112,22.86,63.28,63.75,60.27,65.28
AB3,9,26.62,59.82,60.75,59.50,62.17
B2,100,21.59,53.54,59.40,55.18,60.42
B3,10,27.23,51.56,56.43,52.43,59.28
C2,526,23.56,53.59,57.34,52.57,58.99
C3,58,26.97,51.75,55.35,50.00,58.00
A2,10961,261.85,37.23,38.11,33.00,40.50
A3,1603,275.06,37.18,38.32,36.75,40.50
AB2,640,262.62,36.12,37.41,32.73,40.50
AB3,109,277.77,35.94,37.39,33.21,40.50
B2,423,254.79,33.66,34.08,31.00,36.90
B3,63,277.99,32.85,34.42,31.25,37.40
C2,1729,251.64,31.49,32.04,25.50,35.50
C3,442,279.78,31.95,32.94,30.14,35.50
A0,418,13.48,47.22,47.90,15.00,54.75
A1,1597,14.31,61.52,59.93,41.00,73.02
A2,11501,18.54,62.20,61.76,52.32,73.02
A3,1988,19.81,60.63,62.46,53.00,73.02
A4,318,19.65,53.77,55.46,47.41,73.02
A5,70,18.83,44.07,45.60,39.39,58.80
A6,106,18.72,46.17,47.24,39.49,58.95
AB2,484,20.24,54.01,55.30,40.00,70.67
AB3,100,21.75,53.29,54.63,45.70,68.00
B2,190,21.44,47.44,48.66,38.05,58.00
B3,45,24.44,48.39,49.46,44.56,58.00
C2,1795,21.72,44.81,43.11,39.78,51.52
C3,477,25.44,45.04,43.10,36.00,53.05
B2,410,266.25,43.26,44.39,42.38,45.46
B3,164,272.14,43.16,44.78,43.56,45.82
C2,960,252.22,42.32,42.13,40.11,44.17
C3,408,279.48,42.91,43.27,41.47,44.74
A0,144,12.25,62.74,63.73,59.86,68.00
A1,497,17.19,73.56,73.14,63.64,78.00
A2,9668,21.52,72.73,72.32,70.84,75.72
A3,1096,24.64,72.30,71.73,70.24,75.78
A4,252,26.71,64.06,64.64,62.09,72.18
A5,56,27.85,56.36,56.82,53.02,65.56
A6,93,25.37,55.27,53.31,51.27,58.82
AB2,308,21.82,65.14,64.35,63.06,67.71
AB3,34,24.58,65.54,63.86,61.77,68.50
B2,443,24.89,61.38,61.01,55.00,67.00
B3,15,27.34,58.99,59.14,54.73,64.05
C2,1160,23.32,57.14,59.40,56.62,61.35
C3,133,25.81,57.48,58.65,56.30,61.29
A2,10540,259.41,41.92,43.59,37.50,47.50
A3,1157,274.14,44.00,43.80,42.80,49.59
AB2,382,250.33,40.15,42.05,37.00,47.50
AB3,57,272.17,40.74,41.86,39.12,43.51
B2,326,241.46,35.98,37.71,26.55,40.80
B3,63,263.06,33.91,37.82,34.95,40.80
C2,1681,249.63,33.50,36.18,29.86,38.70
C3,432,274.99,34.04,36.54,29.86,38.15
A0,264,12.98,54.47,56.63,53.30,59.00
A1,1065,15.43,64.13,66.00,63.46,69.00
A2,10506,19.39,66.50,66.55,63.80,74.33
A3,1563,21.23,66.67,65.99,69.25,74.33
A4,267,21.49,60.19,61.10,59.90,72.99
A5,80,20.85,55.13,58.83,53.41,70.50
A6,137,21.59,52.33,55.52,50.73,60.00
AB2,97,23.10,55.99,57.73,54.43,71.69
AB3,32,27.10,54.39,58.07,48.73,63.28
B2,140,28.91,48.38,51.54,49.05,54.00
B3,46,32.15,48.75,51.18,49.08,54.00
B2,205,257.95,37.52,39.31,37.13,41.52
B3,36,300.71,37.68,38.13,37.44,39.71
C2,853,264.24,37.72,39.60,36.42,41.43
C3,248,282.44,38.35,39.44,37.57,41.00
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,30,14.80,50.20,57.25,52.28,60.11
A1,191,15.20,60.73,66.62,65.73,67.70
A2,7104,22.27,64.69,68.26,57.52,71.50
A3,1369,25.40,66.82,69.65,66.05,71.54
A4,181,26.03,57.17,60.49,49.43,64.79
A5,21,26.31,52.97,54.88,44.43,68.00
A6,123,23.65,48.05,47.83,45.22,52.60
AB2,44,18.05,51.30,49.80,34.32,63.72
B2,36,23.72,55.63,61.17,58.37,63.61
B3,7,29.67,53.03,54.48,53.00,60.00
C2,853,23.50,52.96,56.52,43.28,61.81
C3,85,27.43,51.69,57.08,50.87,59.31
A2,11463,261.18,38.57,38.73,34.50,42.15
A3,2021,279.11,38.00,38.45,34.50,42.15
AB2,593,257.96,36.64,36.85,30.50,42.15
AB3,142,283.49,36.52,37.40,32.50,42.15
B2,458,239.55,33.28,33.56,30.50,37.52
B3,68,296.59,33.41,34.35,29.90,37.52
C2,1970,249.94,30.87,31.35,29.50,35.50
C3,520,241.90,31.10,31.24,29.50,35.59
A0,156,13.18,41.34,45.50,37.20,52.25
A1,1337,14.52,58.57,56.66,42.50,62.10
A2,12829,18.57,62.32,59.58,55.04,68.77
A3,2213,21.32,62.68,59.17,54.97,68.31
A4,379,22.29,49.46,47.89,42.00,67.50
A5,59,22.79,42.53,43.56,39.42,69.50
A6,81,24.00,44.87,46.16,39.51,59.60
AB2,196,19.16,50.08,51.22,44.00,63.40
AB3,27,24.16,54.02,53.36,44.00,63.00
B2,207,20.77,44.37,42.85,39.00,63.00
B3,28,27.52,42.79,44.16,40.00,47.80
C2,1898,22.36,41.94,43.18,39.04,50.00
C3,374,25.28,41.00,43.03,39.50,50.00
B2,366,260.57,43.31,44.19,41.45,45.30
B3,101,283.22,43.22,44.65,42.53,46.30
C2,1010,237.35,42.17,42.96,40.00,46.30
C3,459,276.39,42.48,43.73,41.00,46.30
A0,33,12.07,48.88,53.36,25.00,66.00
A1,245,15.03,67.08,67.17,55.00,73.00
A2,8251,21.62,72.65,71.57,65.00,81.00
A3,1811,24.47,72.67,71.14,65.00,78.87
A4,452,25.85,62.70,62.71,59.77,78.00
A5,58,26.65,53.93,56.14,53.06,72.00
A6,65,27.41,52.96,54.18,51.11,72.00
AB2,89,21.66,63.97,65.52,51.00,73.00
AB3,31,24.76,63.61,64.69,60.69,73.80
B2,146,23.57,65.53,65.41,45.00,67.04
B3,14,27.29,56.55,62.57,48.00,64.00
C2,753,23.96,56.18,58.76,48.00,64.13
C3,222,25.71,55.36,55.62,47.00,64.00
A2,13249,262.54,43.60,44.02,42.00,47.50
A3,1198,274.59,43.41,43.93,40.00,47.50
AB2,590,248.84,41.99,42.59,39.35,47.50
AB3,87,273.36,41.62,42.35,38.00,45.49
B2,327,251.74,37.73,38.30,34.95,40.80
B3,75,270.23,37.79,38.15,36.00,40.80
C2,1468,255.61,36.07,36.15,32.32,38.00
C3,522,278.24,36.19,36.71,32.32,38.17
A0,9,11.20,39.73,47.55,34.61,70.50
A1,203,14.64,57.64,62.99,60.56,70.50
A2,6957,20.50,66.64,67.05,63.50,72.94
A3,1832,21.48,63.17,66.32,64.99,73.15
A4,372,20.67,50.09,59.03,57.28,70.00
A5,67,20.11,50.44,51.05,47.32,67.00
A6,106,19.16,50.05,49.66,47.78,67.00
AB2,61,20.72,54.31,58.36,57.72,71.70
AB3,9,22.61,53.05,55.43,53.00,58.00
B2,33,22.92,48.24,54.17,50.00,54.91
B3,11,22.35,50.18,50.52,50.02,55.00
C2,560,23.21,41.42,48.23,44.00,54.00
B2,192,242.38,37.88,39.98,37.67,42.00
B3,42,293.72,38.32,40.31,38.12,42.00
C2,801,254.43,38.12,40.03,37.30,41.54
C3,274,281.94,38.20,39.59,36.79,41.55
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,84,14.20,50.95,59.51,55.84,60.39
A1,445,14.77,66.26,68.53,68.06,68.70
A2,7799,21.22,65.49,68.77,59.46,72.78
A3,1396,23.33,67.43,69.80,66.91,71.52
A4,217,20.87,57.07,62.00,57.52,64.81
A5,30,20.32,51.15,50.67,52.03,55.19
A6,61,20.09,45.67,55.18,51.78,59.23
AB2,60,23.00,58.15,59.90,37.75,67.97
AB3,7,25.79,55.56,62.13,62.00,62.17
B2,86,23.33,56.68,60.73,58.21,61.81
B3,8,27.18,53.85,60.44,60.05,60.68
C2,1032,23.62,52.94,56.49,44.66,61.65
C3,107,26.75,52.52,57.21,51.53,63.00
B2,218,384.12,45.19,49.02,45.90,51.78
B3,39,306.19,46.01,47.06,46.00,50.25
C2,502,274.37,44.55,47.35,44.63,52.00
C3,168,303.24,43.92,46.80,44.38,50.81
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,12,12.86,49.52,65.52,58.00,74.00
A1,247,20.59,78.95,83.69,74.44,86.40
A2,6706,20.30,83.27,84.00,79.65,86.79
A3,1010,21.86,79.61,80.35,79.35,83.47
A4,246,21.00,71.45,68.86,68.11,70.76
A5,27,18.88,66.90,62.29,62.29,62.29
A6,99,15.65,67.45,58.37,58.06,59.64
AB2,132,20.14,70.99,75.54,67.15,86.21
AB3,12,23.93,69.95,73.49,67.00,86.00
B2,178,23.01,67.83,68.90,66.67,70.10
B3,8,23.43,60.65,63.46,62.93,64.97
C2,395,23.75,66.85,70.54,65.95,76.04
C3,39,26.20,65.75,69.65,64.63,77.18
